bsnpr_id,canonical_name,normalized_name,apellidos,nombre,nickname,birth_date,birth_year,birth_city,nationality,position,first_season,last_season,n_seasons,has_profile,confidence,source_id,source_url,retrieved_at
411,"Santiago Semidey, Damon","santiago semidey, damon",Santiago Semidey,Damon,,9/13/1973,1973,,,,1991,2000,8,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070829041424id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=411&e=,2026-09-08T14:30:44Z
412,"Dingle, Dana","dingle, dana",Dingle,Dana,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
413,"Colon Cruz, Daniel","colon cruz, daniel",Colon Cruz,Daniel,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
414,"Diaz, Daniel","diaz, daniel",Diaz,Daniel,,1/30/1959,1959,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
415,"Dore Ramos, Daniel","dore ramos, daniel",Dore Ramos,Daniel,,10/2/1968,1968,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
416,"Flores Morales, Daniel","flores morales, daniel",Flores Morales,Daniel,,7/9/1962,1962,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
417,"Guzman Ramos, Daniel","guzman ramos, daniel",Guzman Ramos,Daniel,,7/3/1979,1979,"Arecibo, Puerto Rico",Puerto Rico,Escolta,2004,2004,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070828225407id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=417&e=,2026-09-08T14:30:47Z
418,"Millan, Daniel","millan, daniel",Millan,Daniel,,,,,,,1995,1995,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070828224137id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=418&e=,2026-09-08T14:30:49Z
419,"O'sullivan Murray, Daniel","osullivan murray, daniel",O'sullivan Murray,Daniel,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
420,"Rivera Cintron, Daniel","rivera cintron, daniel",Rivera Cintron,Daniel,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
421,"Rivera Desiderio, Daniel","rivera desiderio, daniel",Rivera Desiderio,Daniel,,10/21/1971,1971,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
422,"Rodriguez Valentin, Daniel","rodriguez valentin, daniel",Rodriguez Valentin,Daniel,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
423,"Tirado Mendoza, Daniel","tirado mendoza, daniel",Tirado Mendoza,Daniel,,1/25/1970,1970,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
424,"Vazquez Rivera, Daniel","vazquez rivera, daniel",Vazquez Rivera,Daniel,,10/7/1969,1969,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
425,"Velez Babilonia, Daniel","velez babilonia, daniel",Velez Babilonia,Daniel,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
426,"Basile Murphy, Daniel","basile murphy, daniel",Basile Murphy,Daniel,danny,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
427,"Santiago Lynn, Daniel","santiago lynn, daniel",Santiago Lynn,Daniel,danny,6/24/1976,1976,"Lubbock, Texas",Texas,Centro,1996,2015,11,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20191219041215id_/https://www.bsnpr.com/jugadores/jugador.asp?id=427,2026-09-08T14:30:51Z
428,"Carrillo Morales, Daniel","carrillo morales, daniel",Carrillo Morales,Daniel,papo,5/4/1967,1967,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
429,"Dunne Quevedo, Daniel","dunne quevedo, daniel",Dunne Quevedo,Daniel,danny,10/1/1961,1961,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
430,"Flores Fuentes, Dannie","flores fuentes, dannie",Flores Fuentes,Dannie,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
431,"Cuesta Rivera, Danny","cuesta rivera, danny",Cuesta Rivera,Danny,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
432,"De jesus Rodriguez, Danny","de jesus rodriguez, danny",De jesus Rodriguez,Danny,,8/17/1958,1958,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
433,"Reyes Candelario, Danny","reyes candelario, danny",Reyes Candelario,Danny,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
434,"Vassallo Ocasio, Danny","vassallo ocasio, danny",Vassallo Ocasio,Danny,,10/1/1960,1960,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
435,"Abrams, Danya","abrams, danya",Abrams,Danya,,9/24/1974,1974,"Greenburgh, New York, USA",USA,Delantero/Centro,1998,1998,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20181230234226id_/https://bsnpr.com/jugadores/jugador.asp?id=435&e,2026-09-08T14:30:53Z
436,"Pickney, Darell","pickney, darell",Pickney,Darell,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
437,"Rowe Simpson, Daren","rowe simpson, daren",Rowe Simpson,Daren,,,,,,,1995,1996,2,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070828225102id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=437&e=,2026-09-08T14:30:54Z
438,"Ramos, Dario","ramos, dario",Ramos,Dario,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
439,"Robinson, Darnell","robinson, darnell",Robinson,Darnell,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
440,"Morningstar, Darren","morningstar, darren",Morningstar,Darren,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
441,"Washington, Darryl","washington, darryl",Washington,Darryl,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
442,"Ham, Darvin","ham, darvin",Ham,Darvin,,7/23/1973,1973,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
443,"Cambrelen, Daryl","cambrelen, daryl",Cambrelen,Daryl,,7/4/1966,1966,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
444,"Johnson, Dave","johnson, dave",Johnson,Dave,,11/16/1970,1970,,,,1998,2001,4,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070828223606id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=444&e=,2026-09-08T14:30:56Z
445,"Anderson Fernandez, David","anderson fernandez, david",Anderson Fernandez,David,,7/18/1981,1981,"Rio Piedras, Puerto Rico",Puerto Rico,Delantero,1997,2008,5,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20090422184947id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=445&e=9,2026-09-08T14:30:59Z
446,"Blackwell, David","blackwell, david",Blackwell,David,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
447,"Butler, David","butler, david",Butler,David,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
448,"Cortes Ruiz, David","cortes ruiz, david",Cortes Ruiz,David,,12/23/1981,1981,"Arecibo, Puerto Rico",Puerto Rico,Alero,1998,2017,20,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20170817054958id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=448&e=2,2026-09-08T14:31:01Z
449,"Domenech Santiago, David","domenech santiago, david",Domenech Santiago,David,,4/22/1961,1961,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
450,"Garcia, David","garcia, david",Garcia,David,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
451,"Huertas, David","huertas, david",Huertas,David,,6/2/1987,1987,"Humacao, Puerto Rico",Puerto Rico,Escolta,2002,2017,10,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20171201042723id_/http://www.bsnpr.com/jugadores/jugador.asp?id=451&e=6,2026-09-08T14:31:02Z
452,"Lee Cruz, David","lee cruz, david",Lee Cruz,David,,11/2/1964,1964,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
453,"Maldonado, David","maldonado, david",Maldonado,David,,7/7/1962,1962,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
454,"Ortiz Valle, David","ortiz valle, david",Ortiz Valle,David,,4/2/1963,1963,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
455,"Ponce Key, David","ponce key, david",Ponce Key,David,,9/16/1961,1961,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
456,"Rivera Ramos, David","rivera ramos, david",Rivera Ramos,David,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
457,"Shelton, David","shelton, david",Shelton,David,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
458,"Rivera Rodriguez, David n.","rivera rodriguez, david n",Rivera Rodriguez,David n.,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
459,"Torres, Dax","torres, dax",Torres,Dax,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
460,"Collins, De angelo","collins, de angelo",Collins,De angelo,,11/21/1982,1982,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
461,"Vazquez Woodley, De Juan","vazquez woodley, de juan",Vazquez Woodley,De Juan,,8/31/1977,1977,California,California,Delantero,1996,2004,7,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070828224523id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=461&e=,2026-09-08T14:31:04Z
462,"Borges Perez, Dean","borges perez, dean",Borges Perez,Dean,,7/14/1967,1967,"Pennsilvania, USA",USA,Delantero,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
463,"Fernandez, Demetrio","fernandez, demetrio",Fernandez,Demetrio,,,,,,,1957,1959,3,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070829040423id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=463&e=,2026-09-08T14:31:06Z
464,"Castro Calderon, Denis","castro calderon, denis",Castro Calderon,Denis,,11/9/1970,1970,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
465,"Gonzalez, Denley","gonzalez, denley",Gonzalez,Denley,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
466,"Aponte Roman, Dennis","aponte roman, dennis",Aponte Roman,Dennis,,10/25/1965,1965,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
467,"Baerga, Dennis","baerga, dennis",Baerga,Dennis,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
468,"De leon, Dennis","de leon, dennis",De leon,Dennis,,4/18/1956,1956,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
469,"Lamar Dumas, Derall","lamar dumas, derall",Lamar Dumas,Derall,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
470,"Brower, Derek","brower, derek",Brower,Derek,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
471,"Reveron Aponte, Derek a.","reveron aponte, derek a",Reveron Aponte,Derek a.,,10/21/1952,1952,,,,1978,1978,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070828230819id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=471&e=,2026-09-08T14:31:08Z
472,"Baker Jaffe, Derrek chad","baker jaffe, derrek chad",Baker Jaffe,Derrek chad,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
473,"Chandlers, Derrick","chandlers, derrick",Chandlers,Derrick,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
474,"Clifton, Desmond","clifton, desmond",Clifton,Desmond,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
475,"Cambridge, Dexter","cambridge, dexter",Cambridge,Dexter,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
476,"Cruz, Dickie","cruz, dickie",Cruz,Dickie,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
477,"Gomilla Mely, Diego","gomilla mely, diego",Gomilla Mely,Diego,,12/6/1950,1950,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
478,"Martin, Diego","martin, diego",Martin,Diego,,4/14/1959,1959,,,,1977,1986,10,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070828224528id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=478&e=,2026-09-08T14:31:10Z
479,"Melendez Montañez, Diego","melendez montanez, diego",Melendez Montañez,Diego,,11/17/1955,1955,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
480,"Torres, Diego","torres, diego",Torres,Diego,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
481,"Melendez Hernandez, Diego jr.","melendez hernandez, diego jr",Melendez Hernandez,Diego jr.,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
482,"Alvarez, Domingo","alvarez, domingo",Alvarez,Domingo,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
483,"Gonzalez, Domingo","gonzalez, domingo",Gonzalez,Domingo,,,,,,,1954,1954,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
484,"Rivera Brown, Domingo","rivera brown, domingo",Rivera Brown,Domingo,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
485,"Bought Padilla, Donald","bought padilla, donald",Bought Padilla,Donald,,6/20/1961,1961,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
486,"Jones, Dontae","jones, dontae",Jones,Dontae,,6/2/1975,1975,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
487,"Rush, Donzel","rush, donzel",Rush,Donzel,,,,,,,1997,1997,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070829040647id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=487&e=,2026-09-08T14:31:12Z
488,"Alves, Douglas","alves, douglas",Alves,Douglas,,5/11/1978,1978,Massachusetts,,Armador,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
489,"Moratzka, Douglas","moratzka, douglas",Moratzka,Douglas,,12/5/1962,1962,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
